winery,name,country,region,winetype,grape,rate,price,price_f,topic1,topic2,bold,sweet,acidic,link,img,full_name,wine_id
Cable Bay,Sauvignon Blanc 2017,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,3.7,"₩17,679",17679,citrus, vegetal,0.2511021294342005,0.0,0.9319494682754926,https://www.vivino.com/cable-bay-vineyards-sauvignon-blanc/w/17085?year=2017&price_id=16023339,https://images.vivino.com/thumbs/v0lPt27gT-K6rak4uxMSvQ_pb_x600.png,Cable Bay/Sauvignon Blanc 2017,39
Fetzer,Shaly Loam Gewurztraminer 2009,미국,Monterey County,White wine,Gewürztraminer,3.7,"₩50,000",50000,tree fruit, earthy,0.7416528018145544,0.9242592017630917,0.08768741886287518,https://www.vivino.com/fetzer-vineyards-shaly-loam-gewurztraminer/w/6235?year=2009&price_id=23467388,https://images.vivino.com/thumbs/yXRoD2NKQPCmdlPYp6Hk0w_pb_x600.png,Fetzer/Shaly Loam Gewürztraminer 2009,159
Saint Clair Family Estate,Pioneer Block 10 Twin Hills Chardonnay 2018,뉴질랜드,Marlborough,White wine,Chardonnay,3.7,"₩27,139",27139,oaky, tree fruit,0.5663225621822556,0.06225415153902617,0.6402583309450955,https://www.vivino.com/saint-clair-family-estate-pioneer-block-10-twin-hills-chardonnay/w/1100184?year=2018&price_id=21336169,https://images.vivino.com/thumbs/5BNXTuHLRpitSmlNNh2Kmg_pb_x600.png,Saint Clair Family Estate/Pioneer Block 10 Twin Hills Chardonnay 2018,336
Carmel Road,Unoaked Chardonnay 2019,미국,Monterey,White wine,Chardonnay,3.7,"₩70,000",70000,, ,0.9280071426495243,0.5607058827752184,0.5248748683166602,https://www.vivino.com/carmel-road-winery-unoaked-chardonnay/w/4222793?year=2019&price_id=23467307,https://images.vivino.com/thumbs/0hTy99GzTCikeoa4cWq83A_pb_x600.png,Carmel Road/Unoaked Chardonnay 2019,46
Carmel Road,Unoaked Chardonnay 2013,미국,Monterey,White wine,Chardonnay,3.7,"₩70,000",70000,tree fruit, citrus,0.9280071426495243,0.5607058827752184,0.5248748683166602,https://www.vivino.com/carmel-road-winery-unoaked-chardonnay/w/4222793?year=2013&price_id=23467301,https://images.vivino.com/thumbs/0hTy99GzTCikeoa4cWq83A_pb_x600.png,Carmel Road/Unoaked Chardonnay 2013,40
Carmel Road,Unoaked Chardonnay 2015,미국,Monterey,White wine,Chardonnay,3.7,"₩70,000",70000,tree fruit, citrus,0.9280071426495243,0.5607058827752184,0.5248748683166602,https://www.vivino.com/carmel-road-winery-unoaked-chardonnay/w/4222793?year=2015&price_id=23467303,https://images.vivino.com/thumbs/0hTy99GzTCikeoa4cWq83A_pb_x600.png,Carmel Road/Unoaked Chardonnay 2015,42
Jidvei,Traditional Feteasca Regala Demisec 2012,루마니아,Tarnave,White wine,Feteasca Regala,3.7,"₩24,377",24377,None],,,,,https://www.vivino.com/jidvei-traditional-feteasca-regala-demisec/w/54414?year=2012&price_id=14650507,https://images.vivino.com/thumbs/OM-qN_-FTMSDo6jLFUXb0w_pb_x600.png,Jidvei/Tradițional Fetească Regală Demisec 2012,218
Balthasar Ress,Hattenheim Schutzenhaus Riesling Kabinett 2013,독일,Rheingau,White wine,Riesling,3.7,"₩37,674",37674,tree fruit, earthy,0.4425973915157708,0.5245377357982638,0.9141993095619256,https://www.vivino.com/balthasar-ress-hattenheim-schutzenhaus-riesling-kabinett/w/2004112?year=2013&price_id=14539931,https://images.vivino.com/thumbs/Wsokl093Qf2MFx98w_U94g_pb_x600.png,Balthasar Ress/Hattenheim Schützenhaus Riesling Kabinett 2013,20
Kessler-Zink,Riesling Kabinett 2018,독일,Rheinhessen,White wine,Riesling,3.7,"₩25,707",25707,tree fruit, earthy,0.43663062948653286,0.5169534263096215,0.9383500278785983,https://www.vivino.com/kessler-zink-riesling-kabinett/w/3172902?year=2018&price_id=23130037,https://images.vivino.com/thumbs/GML0D-wBTu6MTdP_7s2mzA_150x200.jpg,Kessler-Zink/Riesling Kabinett 2018,233
Te Whare Ra,Single Vineyard 5182 Riesling 'M' 2016,뉴질랜드,Marlborough,White wine,Riesling,3.7,"₩60,000",60000,citrus, earthy,0.33506094567751565,0.23194957672517916,0.8484870627698223,https://www.vivino.com/te-whare-ra-single-vineyard-5182-riesling-m/w/1112482?year=2016&price_id=29770895,https://images.vivino.com/thumbs/ito31wm3SGmGswDKVxpU3g_150x200.jpg,Te Whare Ra/Single Vineyard 5182 Riesling 'M' 2016,368
Hartford Court,Chardonnay 2010,미국,Russian River Valley,White wine,Chardonnay,3.7,"₩120,000",120000,oaky, tree fruit,0.9376253185319046,0.5810647107068698,0.5128663880705855,https://www.vivino.com/hartford-court-chardonnay/w/1776823?year=2010&price_id=24530234,https://images.vivino.com/thumbs/EFl-kCwVQ2e33g6-gKg8mg_pb_x600.png,Hartford Court/Chardonnay 2010,190
The Federalist,Chardonnay 2014,미국,Mendocino County,White wine,Chardonnay,3.7,"₩150,000",150000,oaky, tree fruit,0.9376253185319046,0.5512694655269265,0.506589678305001,https://www.vivino.com/federalist-chardonnay-mendocino-county/w/5201807?year=2014&price_id=23466109,https://images.vivino.com/thumbs/vTBAz_R8QW69v37s_8Btjg_pb_x600.png,The Federalist/Chardonnay 2014,377
Urban,Uco Chardonnay 2011,아르헨티나,Uco Valley,White wine,Chardonnay,3.7,"₩28,809",28809,ageing, earthy,0.5544963225759048,0.3486180081586065,0.4682011826668684,https://www.vivino.com/cl-urban-uco-chardonnay/w/1360453?year=2011&price_id=2804852,https://images.vivino.com/thumbs/CXIsbNIkTBGCm2qRQgIUsA_pb_x600.png,Urban/Uco Chardonnay 2011,416
Mount Edward,Riesling 2018,뉴질랜드,Central Otago,White wine,Riesling,3.7,"₩21,381",21381,citrus, tree fruit,0.2839211918354536,0.0,0.9146414534818771,https://www.vivino.com/mount-edward-riesling/w/3198184?year=2018&price_id=22247612,https://images.vivino.com/thumbs/oG_ST62eQUe5TOgiejkfPQ_pb_x600.png,Mount Edward/Riesling 2018,292
Wild Earth,Riesling 2011,뉴질랜드,Central Otago,White wine,Riesling,3.7,"₩55,000",55000,citrus, earthy,0.3024876395212469,0.26428788071851733,0.8821296326341348,https://www.vivino.com/wild-earth-riesling/w/1124395?year=2011&price_id=24530279,https://images.vivino.com/thumbs/zoDs4MIiS9aCYtq1DhmK-A_pb_x600.png,Wild Earth/Riesling 2011,439
Michel Fonne,Tradition Riesling 2015,프랑스,Alsace,White wine,Riesling,3.7,"₩47,425",47425,tree fruit, earthy,0.4107688390562312,0.3313424371369142,0.9068488217050308,https://www.vivino.com/michel-fonne-tradition-riesling/w/1249353?year=2015&price_id=16835272,https://images.vivino.com/thumbs/AaZMoX8HQ1Grkiu2GlxV5g_pb_x600.png,Michel Fonné/Tradition Riesling 2015,285
Mercer Bros.,Chardonnay 2018,미국,Horse Heaven Hills,White wine,Chardonnay,3.7,"₩60,000",60000,oaky, yeasty,0.7505012741276184,0.11799344224636264,0.5322377411573074,https://www.vivino.com/mercer-bros-chardonnay/w/8162730?year=2018&price_id=24530272,https://images.vivino.com/thumbs/-5dt-zJsS12PcHEEj0Uarg_pb_x600.png,Mercer Bros./Chardonnay 2018,282
Kendall-Jackson,Grand Reserve Chardonnay 2008,미국,California,White wine,Chardonnay,3.7,"₩120,000",120000,oaky, citrus,0.9376253185319046,0.581585167344756,0.503099589883648,https://www.vivino.com/kendall-jackson-grand-reserve-chardonnay/w/2121?year=2008&price_id=23467499,https://images.vivino.com/thumbs/2_MpOxMFT7iyG3FNQb8pLA_pb_x600.png,Kendall-Jackson/Grand Reserve Chardonnay 2008,225
Casa Silva,Angostura Gran Reserva Chardonnay 2010,칠레,Colchagua Valley,White wine,Chardonnay,3.7,"₩47,868",47868,citrus, tropical,0.5535856522264705,0.7308000854266757,0.15464064102694303,https://www.vivino.com/casa-silva-angostura-gran-reserva-chardonnay/w/1209056?year=2010&price_id=16730140,https://images.vivino.com/thumbs/RE1fDha7TkS5QLDkWGannw_pb_x600.png,Casa Silva/Angostura Gran Reserva Chardonnay 2010,47
Forrest Wines,Sauvignon Blanc 2011,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,3.7,"₩37,674",37674,citrus, tropical,0.33531293939064677,0.021096979018418782,0.8604187561166338,https://www.vivino.com/forrest-sauvignon-blanc/w/1117089?year=2011&price_id=10844383,https://images.vivino.com/thumbs/VMJnErPtR_uHedShKr_TFQ_pb_x600.png,Forrest Wines/Sauvignon Blanc 2011,167
Dr. Loosen,Riesling Red Slate Dry 2013,독일,Mosel,White wine,Riesling,3.7,"₩60,000",60000,earthy, citrus,0.4111979768647317,0.0,0.9496760955199302,https://www.vivino.com/dr-loosen-riesling-red-slate-dry/w/1987931?year=2013&price_id=24530169,https://images.vivino.com/thumbs/VKinSibWQ66AR4fbmeKJPg_pb_x600.png,Dr. Loosen/Riesling Red Slate Dry 2013,130
San Telmo,Reserve Chardonnay 2017,아르헨티나,Mendoza,White wine,Chardonnay,3.7,"₩19,900",19900,None],,,,,https://www.vivino.com/san-telmo-reserve-chardonnay/w/6528979?year=2017&price_id=24588735,https://images.vivino.com/thumbs/xV1r52ZqSNO_-otrY-uoaQ_pb_x600.png,San Telmo/Reserve Chardonnay 2017,341
Casillero del Diablo,Chardonnay (Reserva) 2018,칠레,Casablanca Valley,White wine,Chardonnay,3.6,"₩14,900",14900,oaky, citrus,0.6943628133127031,0.7019883238245308,0.143440900219883,https://www.vivino.com/casillero-del-diablo-chardonnay-reserva/w/1135140?year=2018&price_id=21493740,https://images.vivino.com/thumbs/mVnqafVsTv26grHSG7tXUA_pb_x600.png,Casillero del Diablo/Chardonnay (Reserva) 2018,50
Alamos,Chardonnay 2017,아르헨티나,Mendoza,White wine,Chardonnay,3.6,"₩30,582",30582,oaky, tree fruit,0.5569002427996851,0.2689199447957028,0.41778191381190727,https://www.vivino.com/alamos-chardonnay/w/69694?year=2017&price_id=18930004,https://images.vivino.com/thumbs/fOSPcRgWTMSiHDOIpV-LBg_pb_x600.png,Alamos/Chardonnay 2017,5
Trimbach,Riesling Alsace 2014,프랑스,Alsace,White wine,Riesling,3.6,"₩50,000",50000,citrus, tree fruit,0.4332561592191089,0.3253751325818418,0.9144296702597156,https://www.vivino.com/trimbach-alsace-riesling-alsace/w/63764?year=2014&price_id=23986590,https://images.vivino.com/thumbs/G8qy3u1eTGGc7l1Pv23azg_pb_x600.png,Trimbach/Riesling Alsace 2014,397
Cune (CVNE),Verdejo 2018,스페인,Rueda,White wine,Verdejo,3.6,"₩30,000",30000,tree fruit, citrus,0.1926059056597913,0.37059563570188964,0.5598228154684484,https://www.vivino.com/cune-cvne-verdejo/w/1486705?year=2018&price_id=21493724,https://images.vivino.com/thumbs/pCinlY67SICRiyyx-Dqm-Q_pb_x600.png,Cune (CVNE)/Verdejo 2018,86
E. Guigal,Cotes-du-Rhone Blanc 2011,프랑스,Côtes-du-Rhône,White wine,Blend,3.6,"₩34,571",34571,tree fruit, earthy,0.5911015281422712,0.03920761374220885,0.5029732630493762,https://www.vivino.com/e-guigal-cotes-du-rhone-blanc/w/7775?year=2011&price_id=7953771,https://images.vivino.com/thumbs/kv9ZSp2oTLu_c5G_xnS73w_pb_x600.png,E. Guigal/Côtes-du-Rhône Blanc 2011,137
Trimbach,Riesling Alsace 2012,프랑스,Alsace,White wine,Riesling,3.6,"₩50,000",50000,citrus, tree fruit,0.4332561592191089,0.3253751325818418,0.9144296702597156,https://www.vivino.com/trimbach-alsace-riesling-alsace/w/63764?year=2012&price_id=23986588,https://images.vivino.com/thumbs/G8qy3u1eTGGc7l1Pv23azg_pb_x600.png,Trimbach/Riesling Alsace 2012,395
Louis Latour,Ardeche Chardonnay 2017,프랑스,Ardèche,White wine,Chardonnay,3.6,"₩50,000",50000,tree fruit, oaky,0.5790806795297399,0.12443364447068664,0.3578001990019189,https://www.vivino.com/louis-latour-ardeche-chardonnay/w/7246?year=2017&price_id=21493640,https://images.vivino.com/thumbs/HYmJ6iESRNiPZLWqgppTXg_pb_x600.png,Louis Latour/Ardèche Chardonnay 2017,245
Schloss Gobelsburg,Domaene Gobelsburg Gruner Veltliner 2017,오스트리아,Kamptal,White wine,Grüner Veltliner,3.6,"₩37,230",37230,, ,0.15914064155852872,0.0,0.7736483214507671,https://www.vivino.com/schloss-gobelsburg-domaene-gobelsburg-gruner-veltliner/w/20131?year=2017&price_id=18681066,https://images.vivino.com/thumbs/8ADYWvqHQ-m0ZUvZTcl8Gg_pb_x600.png,Schloss Gobelsburg/Domaene Gobelsburg Grüner Veltliner 2017,346
Trimbach,Riesling Alsace 2011,프랑스,Alsace,White wine,Riesling,3.6,"₩50,000",50000,citrus, tree fruit,0.4332561592191089,0.3253751325818418,0.9144296702597156,https://www.vivino.com/trimbach-alsace-riesling-alsace/w/63764?year=2011&price_id=23986587,https://images.vivino.com/thumbs/G8qy3u1eTGGc7l1Pv23azg_pb_x600.png,Trimbach/Riesling Alsace 2011,394
Escudo Rojo,Chardonnay Reserva 2018,칠레,Maipo Valley,White wine,Chardonnay,3.6,"₩47,000",47000,oaky, tree fruit,0.7419808926390764,0.7397160460370816,0.04793917585859519,https://www.vivino.com/escudo-rojo-chardonnay-reserva/w/1159142?year=2018&price_id=21493675,https://images.vivino.com/thumbs/FY7jCdvQQpe1nepcg1O_Ug_pb_x600.png,Escudo Rojo/Chardonnay Reserva 2018,147
Izadi,Blanco 2016,스페인,Rioja,White wine,Blend,3.6,"₩60,000",60000,oaky, tree fruit,0.7959774068923773,0.20040810979122511,0.5787978490751018,https://www.vivino.com/izadi-blanco-rioja/w/2263847?year=2016&price_id=23467474,https://images.vivino.com/thumbs/yrdfGCBKR-GXZQ7w2oqaNA_pb_x600.png,Izadi/Blanco 2016,211
Trimbach,Riesling Alsace 2010,프랑스,Alsace,White wine,Riesling,3.6,"₩50,000",50000,citrus, tree fruit,0.4332561592191089,0.3253751325818418,0.9144296702597156,https://www.vivino.com/trimbach-alsace-riesling-alsace/w/63764?year=2010&price_id=23986586,https://images.vivino.com/thumbs/G8qy3u1eTGGc7l1Pv23azg_pb_x600.png,Trimbach/Riesling Alsace 2010,393
Prophecy,Sauvignon Blanc 2017,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,3.6,"₩37,674",37674,citrus, tree fruit,0.2864136841069187,0.0,0.9126115546449014,https://www.vivino.com/prophecy-sauvignon-blanc/w/3504438?year=2017&price_id=19190703,https://images.vivino.com/thumbs/WTKSnwKtRfq8V2qc9spEZw_pb_x600.png,Prophecy/Sauvignon Blanc 2017,311
Jean-Marc Brocard,Domaine Sainte Claire Chablis 2013,프랑스,Chablis,White wine,Chardonnay,3.6,"₩48,754",48754,citrus, tree fruit,0.42585477951610473,0.0,0.7639236322085868,https://www.vivino.com/jean-marc-brocard-domaine-sainte-claire-chablis/w/1180709?year=2013&price_id=7944026,https://images.vivino.com/thumbs/DlGu2VnfRgKBz5vSr5sWSQ_pb_x600.png,Jean-Marc Brocard/Domaine Sainte Claire Chablis 2013,217
Izadi,Blanco 2015,스페인,Rioja,White wine,Viura,3.6,"₩60,000",60000,oaky, tree fruit,0.7959774068923773,0.20040810979122511,0.5787978490751018,https://www.vivino.com/izadi-blanco-rioja/w/2263847?year=2015&price_id=23467473,https://images.vivino.com/thumbs/yrdfGCBKR-GXZQ7w2oqaNA_pb_x600.png,Izadi/Blanco 2015,210
Round Hill,Chardonnay 2015,미국,California,White wine,Chardonnay,3.6,"₩30,000",30000,oaky, tree fruit,0.9307690935449316,0.6172292683277011,0.48509925449828806,https://www.vivino.com/round-hill-chardonnay/w/6736?year=2015&price_id=29015903,https://images.vivino.com/thumbs/i78gytZbQs-3WMmPPk3QMg_pb_x600.png,Round Hill/Chardonnay 2015,322
Chateau Saint-Roch,Vieilles Vignes Cotes du Roussillon Blanc 2017,프랑스,Côtes du Roussillon,White wine,Blend,3.6,"₩40,000",40000,citrus, earthy,0.465564996725953,0.0,0.4666642061832279,https://www.vivino.com/chateau-saint-roch-maury-vieilles-vignes-cotes-du-roussillon-blanc/w/1727687?year=2017&price_id=24530376,https://images.vivino.com/thumbs/PpMmF0ECRaSxgRnu0s4WLQ_pb_x600.png,Château Saint-Roch/Vieilles Vignes Côtes du Roussillon Blanc 2017,67
Tabali,Reserva Especial Chardonnay 2013,칠레,Limarí Valley,White wine,Chardonnay,3.6,"₩47,868",47868,oaky, citrus,0.7323302819223328,0.7983822771952054,0.10916298068908561,https://www.vivino.com/tabali-reserva-especial-chardonnay/w/779335?year=2013&price_id=16730324,https://images.vivino.com/thumbs/29CPySX9RBuR1oT-dUlZOQ_pb_x600.png,Tabali/Reserva Especial Chardonnay 2013,359
Hugel,Classic Riesling 2013,프랑스,Alsace,White wine,Riesling,3.6,"₩50,970",50970,citrus, tree fruit,0.4380639996666697,0.3276794992130337,0.9048201613664303,https://www.vivino.com/hugel-classic-riesling-alsace/w/4417837?year=2013&price_id=15175910,https://images.vivino.com/thumbs/Kub5b2J2QfSpB7SN957Rmw_pb_x600.png,Hugel/Classic Riesling 2013,200
Martin Ray,Sonoma County Chardonnay 2016,미국,Sonoma County,White wine,Chardonnay,3.6,"₩50,000",50000,oaky, tree fruit,0.8580165125741744,0.4983982498299543,0.5366158329136888,https://www.vivino.com/us-martin-ray-sonoma-county-chardonnay/w/5418533?year=2016&price_id=25660933,https://images.vivino.com/thumbs/0SS9Ne8FTmOKrJkHqfLGKA_pb_x600.png,Martin Ray/Sonoma County Chardonnay 2016,268
Beaulieu Vineyard (BV),Chardonnay 2015,미국,Napa Valley,White wine,Chardonnay,3.6,"₩60,000",60000,oaky, tree fruit,0.9376253185319046,0.6551920933663314,0.43976030597845456,https://www.vivino.com/beaulieu-vineyard-chardonnay/w/5658541?year=2015&price_id=23004017,https://images.vivino.com/thumbs/PTnV6hFHQwS3aZKkY7sSyg_pb_x600.png,Beaulieu Vineyard (BV)/Chardonnay 2015,29
Placido,Pinot Grigio 2015,이탈리아,Toscana,White wine,Pinot Grigio,3.6,"₩28,809",28809,tree fruit, citrus,0.41239307576166034,0.17038314581938718,0.449758703361557,https://www.vivino.com/conte-placido-pinot-grigio/w/2310838?year=2015&price_id=10655730,https://images.vivino.com/thumbs/F4lL_ij2Q_6FbIR0qZ1g5g_pb_x600.png,Placido/Pinot Grigio 2015,307
Kendall-Jackson,Avant Chardonnay 2014,미국,California,White wine,Chardonnay,3.6,"₩32,000",32000,oaky, tree fruit,0.9376253185319046,0.5205822653503301,0.5703797756187723,https://www.vivino.com/kendall-jackson-avant-chardonnay/w/1151989?year=2014&price_id=21493686,https://images.vivino.com/thumbs/aLOPaM5STu2kxaYjgYFkcQ_pb_x600.png,Kendall-Jackson/Avant Chardonnay 2014,223
Sand Point,Sauvignon Blanc 2018,미국,Lodi,White wine,Sauvignon Blanc,3.6,"₩30,000",30000,citrus, tree fruit,0.4229219219934749,0.0,0.7632263576233413,https://www.vivino.com/sand-point-sauvignon-blanc/w/3611869?year=2018&price_id=23986581,https://images.vivino.com/thumbs/JylAhkK-Qs28e--ISwlKtQ_pb_x600.png,Sand Point/Sauvignon Blanc 2018,343
Carmel Road,Unoaked Chardonnay 2016,미국,Monterey,White wine,Chardonnay,3.6,"₩70,000",70000,tree fruit, citrus,0.9280071426495243,0.5607058827752184,0.5248748683166602,https://www.vivino.com/carmel-road-winery-unoaked-chardonnay/w/4222793?year=2016&price_id=23467304,https://images.vivino.com/thumbs/0hTy99GzTCikeoa4cWq83A_pb_x600.png,Carmel Road/Unoaked Chardonnay 2016,43
Jim Barry,The Lodge Hill Riesling 2016,호주,Clare Valley,White wine,Riesling,3.6,"₩50,970",50970,citrus, tree fruit,0.4431475362063194,0.0,0.7871219452747199,https://www.vivino.com/jim-barry-the-lodge-hill-riesling/w/1721764?year=2016&price_id=15164041,https://images.vivino.com/thumbs/8YArzaigToCg7_XT23RPUQ_pb_x600.png,Jim Barry/The Lodge Hill Riesling 2016,219
A to Z Wineworks,Chardonnay 2014,미국,Oregon,White wine,Chardonnay,3.6,"₩55,000",55000,tree fruit, oaky,0.5776722592221902,0.0,0.6740544746079347,https://www.vivino.com/a-to-z-wineworks-chardonnay/w/8274?year=2014&price_id=24530328,https://images.vivino.com/thumbs/d2wRkKZ3TtaPF5dGM8W8IA_pb_x600.png,A to Z Wineworks/Chardonnay 2014,0
A to Z Wineworks,Chardonnay 2017,미국,Oregon,White wine,Chardonnay,3.6,"₩55,000",55000,tree fruit, oaky,0.5776722592221902,0.0,0.6740544746079347,https://www.vivino.com/a-to-z-wineworks-chardonnay/w/8274?year=2017&price_id=24530331,https://images.vivino.com/thumbs/d2wRkKZ3TtaPF5dGM8W8IA_pb_x600.png,A to Z Wineworks/Chardonnay 2017,3
Chateau Saint-Roch,Vieilles Vignes Cotes du Roussillon Blanc 2012,프랑스,Côtes du Roussillon,White wine,Blend,3.6,"₩40,000",40000,citrus, earthy,0.465564996725953,0.0,0.4666642061832279,https://www.vivino.com/chateau-saint-roch-maury-vieilles-vignes-cotes-du-roussillon-blanc/w/1727687?year=2012&price_id=24530371,https://images.vivino.com/thumbs/PpMmF0ECRaSxgRnu0s4WLQ_pb_x600.png,Château Saint-Roch/Vieilles Vignes Côtes du Roussillon Blanc 2012,63
Rutini,Trumpeter Sauvignon Blanc 2015,아르헨티나,Tupungato,White wine,Sauvignon Blanc,3.6,"₩30,139",30139,citrus, tree fruit,0.4000279189074251,0.028955156379272907,0.6608235964655237,https://www.vivino.com/rutini-trumpeter-sauvignon-blanc/w/1690107?year=2015&price_id=8392664,https://images.vivino.com/thumbs/mtvBMkO-SNKkx9BYLjxl4g_pb_x600.png,Rutini/Trumpeter Sauvignon Blanc 2015,330
Bonterra,Viognier 2017,미국,Mendocino County,White wine,Viognier,3.6,"₩60,000",60000,tree fruit, earthy,0.5960989876214949,0.6318271796813728,0.09647951882851924,https://www.vivino.com/bonterra-viognier/w/656?year=2017&price_id=21493610,https://images.vivino.com/thumbs/lW5Tl23cT-yP17CIFCUnqw_pb_x600.png,Bonterra/Viognier 2017,33
Bellingham,Chenin Blanc 2015,남아프리카,Franschhoek,White wine,Chenin Blanc,3.6,"₩35,458",35458,tree fruit, oaky,0.26990061093505513,0.0,0.8683228527472493,https://www.vivino.com/za-bellingham-chenin-blanc/w/1195266?year=2015&price_id=14541766,https://images.vivino.com/thumbs/02oxjojhyra0i_150x200.jpg,Bellingham/Chenin Blanc 2015,30
Sand Point,Sauvignon Blanc 2017,미국,Lodi,White wine,Sauvignon Blanc,3.6,"₩30,000",30000,citrus, tree fruit,0.4229219219934749,0.0,0.7632263576233413,https://www.vivino.com/sand-point-sauvignon-blanc/w/3611869?year=2017&price_id=23986580,https://images.vivino.com/thumbs/JylAhkK-Qs28e--ISwlKtQ_pb_x600.png,Sand Point/Sauvignon Blanc 2017,342
Chateau Saint-Roch,Vieilles Vignes Cotes du Roussillon Blanc 2013,프랑스,Côtes du Roussillon,White wine,Blend,3.6,"₩40,000",40000,citrus, earthy,0.465564996725953,0.0,0.4666642061832279,https://www.vivino.com/chateau-saint-roch-maury-vieilles-vignes-cotes-du-roussillon-blanc/w/1727687?year=2013&price_id=24530372,https://images.vivino.com/thumbs/PpMmF0ECRaSxgRnu0s4WLQ_pb_x600.png,Château Saint-Roch/Vieilles Vignes Côtes du Roussillon Blanc 2013,64
Bree,Chardonnay 2014,독일,Pfalz,White wine,Chardonnay,3.6,"₩22,161",22161,tree fruit, tropical,0.41544943515359706,0.3927742671880805,0.6120057060097143,https://www.vivino.com/bree-chardonnay/w/2725440?year=2014&price_id=7944161,https://images.vivino.com/thumbs/EWfm6FfrRti3UwvZqdMkpA_pb_x600.png,Bree/Chardonnay 2014,35
Marea,Sauvignon Blanc 2014,칠레,Leyda Valley,White wine,Sauvignon Blanc,3.6,"₩48,754",48754,vegetal, citrus,0.45499997317888696,0.02410862827371712,0.7620634076490155,https://www.vivino.com/marea-sauvignon-blanc/w/1252463?year=2014&price_id=7944105,https://images.vivino.com/thumbs/7pGjHDjBR12zk8FCQF8dJg_pb_x600.png,Marea/Sauvignon Blanc 2014,259
San Telmo,Chardonnay 2018,아르헨티나,Mendoza,White wine,Chardonnay,3.6,"₩15,900",15900,tree fruit, citrus,0.49078308044350394,0.25506503015956483,0.5234084862404068,https://www.vivino.com/san-telmo-chardonnay/w/1152684?year=2018&price_id=24588769,https://images.vivino.com/thumbs/G0M2AyQqQguT_S8FyAv2oQ_pb_x600.png,San Telmo/Chardonnay 2018,340
Jean Loron,Bourgogne Chardonnay 2016,프랑스,Bourgogne,White wine,Chardonnay,3.6,"₩43,436",43436,oaky, citrus,0.7017716779774835,0.023723310893875305,0.5357278295786603,https://www.vivino.com/jean-loron-bourgogne-chardonnay/w/2875963?year=2016&price_id=17652178,https://images.vivino.com/thumbs/FYeqHMKYSGe3NpbV50PyUw_pb_x600.png,Jean Loron/Bourgogne Chardonnay 2016,213
Blue Nun,Riesling 2018,독일,Rheinhessen,White wine,Riesling,3.6,"₩24,377",24377,tree fruit, tropical,0.44053403705280625,0.517071875061692,0.9496760955199302,https://www.vivino.com/blue-nun-riesling/w/47054?year=2018&price_id=21678402,https://images.vivino.com/thumbs/WAbHRb3kS6mvABHMLMBjLw_pb_x600.png,Blue Nun/Riesling 2018,32
Castello di Semivicoli,Trebbiano d'Abruzzo 2010,이탈리아,Trebbiano d'Abruzzo,White wine,Trebbiano,3.6,"₩79,780",79780,tree fruit, earthy,0.4942436277713539,0.3033831476140652,0.6836404520320909,https://www.vivino.com/castello-di-semivicoli-trebbiano-d-abruzzo/w/1240102?year=2010&price_id=7943993,https://images.vivino.com/thumbs/m1F6IKrgRAOO_DjD--dmsA_pb_x600.png,Castello di Semivicoli/Trebbiano d'Abruzzo 2010,51
Rippon,Sauvignon Blanc 2019,뉴질랜드,Central Otago,White wine,Sauvignon Blanc,3.6,"₩24,672",24672,citrus, earthy,0.29567757179856025,0.0,0.902405089534763,https://www.vivino.com/rippon-sauvignon-blanc/w/1724511?year=2019&price_id=21846097,https://images.vivino.com/thumbs/gxfDrIADTuiuEEkiRS_2qA_pb_x600.png,Rippon/Sauvignon Blanc 2019,320
Domaine Coudoulet,Viognier 2019,프랑스,Pays d'Oc,White wine,Viognier,3.6,"₩30,000",30000,tree fruit, tropical,0.58441745727615,0.32194191344985584,0.0,https://www.vivino.com/coudoulet-viognier/w/1635771?year=2019&price_id=21493698,https://images.vivino.com/thumbs/7MI0pf8dTZSmCTnU1tbadA_pb_x600.png,Domaine Coudoulet/Viognier 2019,95
Domaine Lafage,Cote Floral 2014,프랑스,Côtes Catalanes,White wine,Blend,3.6,"₩25,000",25000,tree fruit, citrus,0.39167095908432975,0.0675052000796837,0.4321101015147578,https://www.vivino.com/domaine-lafage-cote-floral/w/1282730?year=2014&price_id=24530359,https://images.vivino.com/thumbs/f1nfJpgMQjuR5-e6r8SwkA_pb_x600.png,Domaine Lafage/Côté Floral 2014,98
Carmel Road,Unoaked Chardonnay 2017,미국,Monterey,White wine,Chardonnay,3.6,"₩70,000",70000,tree fruit, citrus,0.9280071426495243,0.5607058827752184,0.5248748683166602,https://www.vivino.com/carmel-road-winery-unoaked-chardonnay/w/4222793?year=2017&price_id=23467305,https://images.vivino.com/thumbs/0hTy99GzTCikeoa4cWq83A_pb_x600.png,Carmel Road/Unoaked Chardonnay 2017,44
Hardys,HRB Chardonnay 2013,호주,South Australia,White wine,Chardonnay,3.6,"₩90,000",90000,oaky, tree fruit,0.6454136582838006,0.12266283562723101,0.5063481711218343,https://www.vivino.com/hardys-hrb-chardonnay/w/1225267?year=2013&price_id=25130560,https://images.vivino.com/thumbs/s6O3PZKxR9uXS4ugx59xaA_pb_x600.png,Hardys/HRB Chardonnay 2013,185
