winery,name,country,region,winetype,grape,rate,price,price_f,topic1,topic2,bold,sweet,acidic,link,img,full_name,wine_id
Teeter-Totter,Chardonnay 2015,미국,Napa Valley,White wine,Chardonnay,4.6,"₩130,000",130000,oaky, tropical,1.0,0.3283417354177921,0.5053759498972913,https://www.vivino.com/teeter-totter-chardonnay/w/4806486?year=2015&price_id=23467571,https://images.vivino.com/thumbs/t_Sl_TN5Q-GHPmHSDHHjHw_pb_x600.png,Teeter-Totter/Chardonnay 2015,373
Antinori,Castello della Sala Cervaro della Sala 2018,이탈리아,Umbria,White wine,Chardonnay,4.5,"₩180,000",180000,oaky, tree fruit,0.5589848046543489,0.4765013827994465,0.7502778571104792,https://www.vivino.com/antinori-tuscany-castello-della-sala-cervaro-della-sala/w/1688?year=2018&price_id=21493509,https://images.vivino.com/thumbs/VP8oc23LS7-YOEpFUeDd3A_pb_x600.png,Antinori/Castello della Sala Cervaro della Sala 2018,14
Markus Molitor,Zeltinger Sonnenuhr Riesling Auslese*** 2015,독일,Mosel,White wine,Riesling,4.5,"₩300,000",300000,earthy, tree fruit,0.5439450214587617,0.563349443560067,0.9550004000349751,https://www.vivino.com/de-markus-molitor-zeltinger-sonnenuhr-riesling-auslese/w/2581810?year=2015&price_id=23482824,https://images.vivino.com/thumbs/9_r2eLAMRkKYEpisbAka-g_pb_x600.png,Markus Molitor/Zeltinger Sonnenuhr Riesling Auslese*** 2015,266
Markus Molitor,Zeltinger Sonnenuhr Riesling Auslese*** 2012,독일,Mosel,White wine,Riesling,4.5,"₩300,000",300000,earthy, tree fruit,0.5439450214587617,0.563349443560067,0.9550004000349751,https://www.vivino.com/de-markus-molitor-zeltinger-sonnenuhr-riesling-auslese/w/2581810?year=2012&price_id=23482826,https://images.vivino.com/thumbs/9_r2eLAMRkKYEpisbAka-g_pb_x600.png,Markus Molitor/Zeltinger Sonnenuhr Riesling Auslese*** 2012,265
Markus Molitor,Zeltinger Sonnenuhr Riesling Auslese*** 2002,독일,Mosel,White wine,Riesling,4.5,"₩300,000",300000,earthy, tree fruit,0.5439450214587617,0.563349443560067,0.9550004000349751,https://www.vivino.com/de-markus-molitor-zeltinger-sonnenuhr-riesling-auslese/w/2581810?year=2002&price_id=23482823,https://images.vivino.com/thumbs/9_r2eLAMRkKYEpisbAka-g_pb_x600.png,Markus Molitor/Zeltinger Sonnenuhr Riesling Auslese*** 2002,263
Dr. Loosen,Riesling Erdener Pralat Alte Reben Dry 2013,독일,Mosel,White wine,Riesling,4.5,"₩400,000",400000,earthy, citrus,0.46159048202280595,0.2972830368824288,0.9958621769284102,https://www.vivino.com/dr-loosen-riesling-erdener-pralat-alte-reben-dry/w/1787123?year=2013&price_id=24530145,https://images.vivino.com/thumbs/crD5o8QeQSuZRB3bHGCyeg_pb_x600.png,Dr. Loosen/Riesling Erdener Prälat Alte Reben Dry 2013,119
Isole e Olena,Chardonnay Toscana Collezione Privata 2019,이탈리아,Toscana,White wine,Chardonnay,4.4,"₩79,832",79832,None],,,,,https://www.vivino.com/isole-e-olena-chardonnay-toscana-collezione-privata/w/1240491?year=2019&price_id=29936557,https://images.vivino.com/thumbs/dweGkipgSmixb2EooyDYyQ_pb_x600.png,Isole e Olena/Chardonnay Toscana Collezione Privata 2019,207
Dr. Loosen,Riesling Erdener Pralat Alte Reben Dry 2014,독일,Mosel,White wine,Riesling,4.4,"₩400,000",400000,earthy, citrus,0.46159048202280595,0.2972830368824288,0.9958621769284102,https://www.vivino.com/dr-loosen-riesling-erdener-pralat-alte-reben-dry/w/1787123?year=2014&price_id=24530146,https://images.vivino.com/thumbs/crD5o8QeQSuZRB3bHGCyeg_pb_x600.png,Dr. Loosen/Riesling Erdener Prälat Alte Reben Dry 2014,120
Diora,La Splendeur du Soleil Chardonnay 2020,미국,Monterey,White wine,Chardonnay,4.4,"₩80,000",80000,oaky, tree fruit,0.8757970392734697,0.6215418797099083,0.4646256378576257,https://www.vivino.com/diora-la-splendeur-du-soleil-chardonnay-monterey/w/7445729?year=2020&price_id=30003965,https://images.vivino.com/thumbs/GVydrVhfTiSzHllzMBbsjQ_pb_x600.png,Diora/La Splendeur du Soleil Chardonnay 2020,91
Cave de Turckheim,Pinot Gris Alsace Grand Cru Hengst 2011,프랑스,Alsace Grand Cru,White wine,Pinot Gris,4.4,"₩79,780",79780,earthy, tree fruit,0.5807623009421197,0.4822622993774262,0.4070552793841789,https://www.vivino.com/cave-de-turckheim-pinot-gris-alsace-grand-cru-hengst/w/87963?year=2011&price_id=19190701,https://images.vivino.com/thumbs/bsXkWWlhSFGPnxIU6gL81A_150x200.jpg,Cave de Turckheim/Pinot Gris Alsace Grand Cru Hengst 2011,53
Rupert & Rothschild,Baroness Nadine 2018,남아프리카,Western Cape,White wine,Chardonnay,4.3,"₩86,428",86428,oaky, citrus,0.6861405828015789,0.28653829932717517,0.6292778043504484,https://www.vivino.com/rupert-and-rothschild-vignerons-baroness-nadine/w/12437?year=2018&price_id=23138369,https://images.vivino.com/thumbs/StYkIgMWTRaq_pEXX8APnw_pb_x600.png,Rupert & Rothschild/Baroness Nadine 2018,329
Little Beauty,Sauvignon Blanc 2019,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,4.3,"₩60,000",60000,citrus, tropical,0.36148660322828896,0.03968140875049129,0.8806174261179986,https://www.vivino.com/little-beauty-sauvignon-blanc/w/1758778?year=2019&price_id=21493619,https://images.vivino.com/thumbs/SMbI_VdUTkKpqAc1n-Z76A_pb_x600.png,Little Beauty/Sauvignon Blanc 2019,243
Cloudy Bay,Te Koko Sauvignon Blanc 2019,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,4.3,"₩60,868",60868,citrus, oaky,0.3857827891537415,0.11138310454179176,0.919300684369432,https://www.vivino.com/cloudy-bay-te-koko-sauvignon-blanc/w/1126958?year=2019&price_id=26865182,https://images.vivino.com/thumbs/7tw9lGAySeG1eG2xCnNXUQ_pb_x600.png,Cloudy Bay/Te Koko Sauvignon Blanc 2019,83
Markus Molitor,Zeltinger Sonnenuhr Riesling Auslese*** 2016,독일,Mosel,White wine,Riesling,4.3,"₩300,000",300000,earthy, tree fruit,0.5439450214587617,0.563349443560067,0.9550004000349751,https://www.vivino.com/de-markus-molitor-zeltinger-sonnenuhr-riesling-auslese/w/2581810?year=2016&price_id=23482825,https://images.vivino.com/thumbs/9_r2eLAMRkKYEpisbAka-g_pb_x600.png,Markus Molitor/Zeltinger Sonnenuhr Riesling Auslese*** 2016,267
Chateau de Chamirey,Mercurey Premier Cru 'La Mission' Monopole 2016,프랑스,Mercurey 1er Cru 'La Mission',White wine,Chardonnay,4.3,"₩200,000",200000,oaky, tree fruit,0.49478129752560884,0.0526120641848662,0.41054536780553197,https://www.vivino.com/le-chateau-de-chamirey-mercurey-premier-cru-la-mission-monopole/w/1554122?year=2016&price_id=21493511,https://images.vivino.com/thumbs/noiRm5X2QGeH7sFFygy7hQ_pb_x600.png,Château de Chamirey/Mercurey Premier Cru 'La Mission' Monopole 2016,70
Von Winning,Ungeheuer GG 2015,독일,Pfalz,White wine,Riesling,4.3,"₩101,896",101896,earthy, tree fruit,0.6151394828864457,0.22699088124076863,0.9209305482312137,https://www.vivino.com/de-von-winning-ungeheuer-gg/w/2639855?year=2015&price_id=14541891,https://images.vivino.com/thumbs/mBx4xd4WQ_WzozRiypBFKQ_pb_x600.png,Von Winning/Ungeheuer GG 2015,434
Von Winning,Sauvignon Blanc 500 2012,독일,Pfalz,White wine,Sauvignon Blanc,4.3,"₩119,625",119625,earthy, oaky,0.3120833605182987,0.22196039863389105,0.9274995436133486,https://www.vivino.com/de-von-winning-sauvignon-blanc-500/w/2041250?year=2012&price_id=11056152,https://images.vivino.com/thumbs/9AS6NUroSSWMNRjSl1Bqpg_pb_x600.png,Von Winning/Sauvignon Blanc 500 2012,432
Pegasus Bay,Encore Noble Riesling 2016,뉴질랜드,Canterbury,White wine,Riesling,4.3,"₩33,721",33721,earthy, tree fruit,0.3980568789730333,0.6591888414096838,0.9158465124009604,https://www.vivino.com/pegasus-bay-winery-encore-noble-riesling/w/1632045?year=2016&price_id=17039153,https://images.vivino.com/thumbs/5ZQHsQ_5Qq2MUTVX6NRnpQ_pb_x600.png,Pegasus Bay/Encore Noble Riesling 2016,301
Von Winning,Kirchenstuck GG 2015,독일,Pfalz,White wine,Riesling,4.3,"₩221,566",221566,earthy, tree fruit,0.5929490662073562,0.2530334545937477,0.9740039191042584,https://www.vivino.com/de-von-winning-kirchenstuck-gg/w/1678789?year=2015&price_id=14550128,https://images.vivino.com/thumbs/zW7pgFO3TU-i-stpJS5DPA_pb_x600.png,Von Winning/Kirchenstück GG 2015,430
Markus Molitor,Zeltinger Sonnenuhr Riesling Auslese*** 2010,독일,Mosel,White wine,Riesling,4.3,"₩300,000",300000,earthy, tree fruit,0.5439450214587617,0.563349443560067,0.9550004000349751,https://www.vivino.com/de-markus-molitor-zeltinger-sonnenuhr-riesling-auslese/w/2581810?year=2010&price_id=23482827,https://images.vivino.com/thumbs/9_r2eLAMRkKYEpisbAka-g_pb_x600.png,Markus Molitor/Zeltinger Sonnenuhr Riesling Auslese*** 2010,264
Cave de Turckheim,Gewurztraminer Alsace Grand Cru Brand 2013,프랑스,Alsace Grand Cru,White wine,Gewürztraminer,4.3,"₩79,780",79780,tropical, earthy,0.7359829432691044,1.0,0.19829647025486064,https://www.vivino.com/cave-de-turckheim-gewurztraminer-alsace-grand-cru-brand/w/87967?year=2013&price_id=19160033,https://images.vivino.com/thumbs/ZuZy5zcVTW2Zr7QU950Skg_pb_x600.png,Cave de Turckheim/Gewürztraminer Alsace Grand Cru Brand 2013,52
Trimbach,Pinot Gris Alsace Reserve Personnelle 2005,프랑스,Alsace,White wine,Pinot Gris,4.3,"₩110,000",110000,tree fruit, earthy,0.5161496159029489,0.44227866684134864,0.4136601912191951,https://www.vivino.com/trimbach-alsace-pinot-gris-alsace-reserve-personnelle/w/1191381?year=2005&price_id=23467576,https://images.vivino.com/thumbs/-en5VJkBTf6pZ9mJHfha2w_pb_x600.png,Trimbach/Pinot Gris Alsace Réserve Personnelle 2005,384
Dr. Loosen,Graacher Himmelreich Riesling Alte Reben GG 2018,독일,Mosel,White wine,Riesling,4.3,"₩110,000",110000,earthy, citrus,0.41216353693385777,0.11784412503163119,0.9804304871732437,https://www.vivino.com/dr-loosen-graacher-himmelreich-riesling-alte-reben-gg/w/6397062?year=2018&price_id=24530155,https://images.vivino.com/thumbs/CQ3tyL7JRYK8ZFpjSRWf7Q_pb_x600.png,Dr. Loosen/Graacher Himmelreich Riesling Alte Reben GG 2018,117
Egon Muller - Scharzhof,Scharzhofberger Riesling Spatlese 2003,독일,Wiltingen,White wine,Riesling,4.3,"₩168,424",168424,earthy, tree fruit,0.4727717674227767,0.5848084091435258,0.9970610433556171,https://www.vivino.com/egon-muller-scharzhof-scharzhofberger-riesling-spatlese/w/86686?year=2003&price_id=2873663,https://images.vivino.com/thumbs/NwRt7c2oQF6-mdBgs9gSLQ_pb_x600.png,Egon Müller - Scharzhof/Scharzhofberger Riesling Spätlese 2003,138
Tony Bish,Skeetfield Chardonnay 2019,뉴질랜드,Hawke's Bay,White wine,Chardonnay,4.3,"₩50,174",50174,citrus, oaky,0.6818192648694691,0.2044443407519342,0.6018611658183366,https://www.vivino.com/tony-bish-skeetfield-chardonnay/w/4715540?year=2019&price_id=24839413,https://images.vivino.com/thumbs/bduoo6zUSuib3cQFJSLHbw_pb_x600.png,Tony Bish/Skeetfield Chardonnay 2019,382
Teeter-Totter,Chardonnay 2013,미국,Napa Valley,White wine,Chardonnay,4.3,"₩130,000",130000,oaky, tropical,1.0,0.3283417354177921,0.5053759498972913,https://www.vivino.com/teeter-totter-chardonnay/w/4806486?year=2013&price_id=23467569,https://images.vivino.com/thumbs/t_Sl_TN5Q-GHPmHSDHHjHw_pb_x600.png,Teeter-Totter/Chardonnay 2013,371
Buoncristiani,Chardonnay 2012,미국,Napa Valley,White wine,Chardonnay,4.3,"₩160,000",160000,oaky, tree fruit,1.0,0.3391151878220326,0.3528375360124365,https://www.vivino.com/buoncristiani-family-winery-chardonnay/w/2768330?year=2012&price_id=26901928,https://images.vivino.com/thumbs/kuqTPZR-QtGEaCYrc6qZUA_pb_x600.png,Buoncristiani/Chardonnay 2012,37
Cloudy Bay,Sauvignon Blanc 2019,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,4.2,"₩56,289",56289,citrus, tropical,0.34364245435389623,0.015537784254571495,0.9349590193272624,https://www.vivino.com/cloudy-bay-sauvignon-blanc/w/18978?year=2019&price_id=20230408,https://images.vivino.com/thumbs/XTxC5M00Sl-C3BY_y7rzSQ_pb_x600.png,Cloudy Bay/Sauvignon Blanc 2019,80
Cloudy Bay,Sauvignon Blanc 2021,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,4.2,"₩35,119",35119,citrus, tropical,0.34364245435389623,0.015537784254571495,0.9349590193272624,https://www.vivino.com/cloudy-bay-sauvignon-blanc/w/18978?year=2021&price_id=26529442,https://images.vivino.com/thumbs/XTxC5M00Sl-C3BY_y7rzSQ_pb_x600.png,Cloudy Bay/Sauvignon Blanc 2021,81
Hartford Court,Chardonnay 2018,미국,Russian River Valley,White wine,Chardonnay,4.2,"₩120,000",120000,oaky, tree fruit,0.9729056858638889,0.6259316622487675,0.543828847450935,https://www.vivino.com/hartford-court-chardonnay/w/1776823?year=2018&price_id=24530242,https://images.vivino.com/thumbs/EFl-kCwVQ2e33g6-gKg8mg_pb_x600.png,Hartford Court/Chardonnay 2018,198
Greywacke,Sauvignon Blanc 2021,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,4.2,"₩23,026",23026,citrus, vegetal,0.3385115130563307,0.03708163811034757,0.9287454729788139,https://www.vivino.com/greywacke-kevin-judd-sauvignon-blanc/w/1128346?year=2021&price_id=30018821,https://images.vivino.com/thumbs/HGlwrbsxQU29VCfodQHcag_pb_x600.png,Greywacke/Sauvignon Blanc 2021,177
Quintodecimo,Giallo d'Arles Greco di Tufo 2017,이탈리아,Greco di Tufo,White wine,Greco,4.2,"₩101,941",101941,tree fruit, earthy,0.7622239717627323,0.17760959650253139,0.44667855790239985,https://www.vivino.com/quintodecimo-giallo-d-arles-greco-di-tufo/w/1211299?year=2017&price_id=24839149,https://images.vivino.com/thumbs/OKkK5e2tQBK1fDmhznQ2fA_pb_x600.png,Quintodecimo/Giallo d'Arles Greco di Tufo 2017,316
Hartford Court,Chardonnay 2019,미국,Russian River Valley,White wine,Chardonnay,4.2,"₩120,000",120000,oaky, tree fruit,0.9729056858638889,0.6259316622487675,0.543828847450935,https://www.vivino.com/hartford-court-chardonnay/w/1776823?year=2019&price_id=24530243,https://images.vivino.com/thumbs/EFl-kCwVQ2e33g6-gKg8mg_pb_x600.png,Hartford Court/Chardonnay 2019,199
Hartford Court,Chardonnay 2015,미국,Russian River Valley,White wine,Chardonnay,4.2,"₩120,000",120000,oaky, tree fruit,0.9729056858638889,0.6259316622487675,0.543828847450935,https://www.vivino.com/hartford-court-chardonnay/w/1776823?year=2015&price_id=24530239,https://images.vivino.com/thumbs/EFl-kCwVQ2e33g6-gKg8mg_pb_x600.png,Hartford Court/Chardonnay 2015,195
Donnafugata,Sul Vulcano Etna Bianco 2017,이탈리아,Etna,White wine,Carricante,4.2,"₩70,915",70915,earthy, citrus,0.6389341763728948,0.11992110595240872,0.4472185431939932,https://www.vivino.com/donnafugata-sul-vulcano-etna-bianco-etna/w/6334373?year=2017&price_id=24839155,https://images.vivino.com/thumbs/YNUYA1pETQOBymqDxV0mtA_pb_x600.png,Donnafugata/Sul Vulcano Etna Bianco 2017,109
Trimbach,Riesling Alsace Cuvee Frederic Emile 2013,프랑스,Alsace,White wine,Riesling,4.2,"₩220,000",220000,earthy, tree fruit,0.49817198521021455,0.44204176933720746,0.9333192474784792,https://www.vivino.com/trimbach-alsace-riesling-alsace-cuvee-frederic-emile/w/63804?year=2013&price_id=23467587,https://images.vivino.com/thumbs/qcu6RncJQU22QwHVo8nSmA_pb_x600.png,Trimbach/Riesling Alsace Cuvée Frédéric Emile 2013,409
Greywacke,Wild Sauvignon 2019,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,4.2,"₩32,898",32898,citrus, oaky,0.38837632840918496,0.08673086828319303,0.8979526878758687,https://www.vivino.com/greywacke-kevin-judd-wild-sauvignon/w/1756010?year=2019&price_id=27729287,https://images.vivino.com/thumbs/wwYbMc7BTC6nl_2wafBQdw_pb_x600.png,Greywacke/Wild Sauvignon 2019,178
Tyrrell's,Vat 1 Semillon 2014,호주,Hunter Valley,White wine,Sémillon,4.2,"₩160,000",160000,None],,,,,https://www.vivino.com/tyrrells-wines-vat-1-semillon/w/13538?year=2014&price_id=21493523,https://images.vivino.com/thumbs/mtVMuuDkQCyAXm5x8oIZeg_pb_x600.png,Tyrrell's/Vat 1 Sémillon 2014,415
Aldo Conterno,Bussiador 2013,이탈리아,Langhe,White wine,Chardonnay,4.2,"₩148,479",148479,oaky, earthy,0.7391328646832434,0.4806004274923143,0.5064546819821026,https://www.vivino.com/aldo-conterno-bussiador/w/1407984?year=2013&price_id=14541978,https://images.vivino.com/thumbs/ch5EqnzjQDCEUS-EqbeuaA_pb_x600.png,Aldo Conterno/Bussiador 2013,6
Trimbach,Pinot Gris Alsace Reserve Personnelle 2008,프랑스,Alsace,White wine,Pinot Gris,4.2,"₩110,000",110000,tree fruit, earthy,0.5161496159029489,0.44227866684134864,0.4136601912191951,https://www.vivino.com/trimbach-alsace-pinot-gris-alsace-reserve-personnelle/w/1191381?year=2008&price_id=23467579,https://images.vivino.com/thumbs/-en5VJkBTf6pZ9mJHfha2w_pb_x600.png,Trimbach/Pinot Gris Alsace Réserve Personnelle 2008,386
Hardys,Eileen Hardy Chardonnay 2016,호주,Yarra Valley,White wine,Chardonnay,4.2,"₩250,000",250000,oaky, citrus,0.6409014738263985,0.3075414166829683,0.5202961398234941,https://www.vivino.com/hardys-eileen-hardy-chardonnay/w/27784?year=2016&price_id=24530205,https://images.vivino.com/thumbs/Vn1xyeEuT4eQrqjMSak1xg_pb_x600.png,Hardys/Eileen Hardy Chardonnay 2016,184
Domaines Schlumberger,Gewurztraminer Alsace Grand Cru 'Kessler' 2010,프랑스,Alsace Grand Cru,White wine,Gewürztraminer,4.2,"₩66,483",66483,tropical, earthy,0.7541239956272854,0.9463014377165953,0.2572948173549291,https://www.vivino.com/domaines-schlumberger-gewurztraminer-alsace-grand-cru-kessler/w/1162442?year=2010&price_id=14650534,https://images.vivino.com/thumbs/lMZ3mye6RvGpPgv96JXmwQ_pb_x600.png,Domaines Schlumberger/Gewürztraminer Alsace Grand Cru 'Kessler' 2010,104
Dr. Loosen,Graacher Domprobst Riesling GG 2018,독일,Mosel,White wine,Riesling,4.2,"₩110,000",110000,earthy, citrus,0.47674378713866505,0.1541475907344361,1.0,https://www.vivino.com/dr-loosen-graacher-domprobst-riesling-gg/w/5742291?year=2018&price_id=26311128,https://images.vivino.com/thumbs/g0mKRBtAQlG80oeWi0ElDg_pb_x600.png,Dr. Loosen/Graacher Domprobst Riesling GG 2018,114
Chateau La Louviere,Pessac-Leognan Blanc 2012,프랑스,Pessac-Léognan,White wine,Blend,4.2,"₩200,000",200000,earthy, tree fruit,0.7486574785434215,0.2220088549415563,0.549992853864375,https://www.vivino.com/chateau-la-louviere-pessac-leognan-blanc/w/6511838?year=2012&price_id=21493532,https://images.vivino.com/thumbs/6T39qKGqTQmadXWc_OQCxA_pb_x600.png,Château La Louvière/Pessac-Léognan Blanc 2012,59
Trimbach,Riesling Alsace Cuvee Frederic Emile 2016,프랑스,Alsace,White wine,Riesling,4.2,"₩220,000",220000,earthy, tree fruit,0.49817198521021455,0.44204176933720746,0.9333192474784792,https://www.vivino.com/trimbach-alsace-riesling-alsace-cuvee-frederic-emile/w/63804?year=2016&price_id=23467590,https://images.vivino.com/thumbs/qcu6RncJQU22QwHVo8nSmA_pb_x600.png,Trimbach/Riesling Alsace Cuvée Frédéric Emile 2016,412
Te Whare Ra,Single Vineyard 5182 Riesling 'M' 2015,뉴질랜드,Marlborough,White wine,Riesling,4.2,"₩60,000",60000,citrus, earthy,0.3662482864115634,0.2768165282670768,0.8794495221501718,https://www.vivino.com/te-whare-ra-single-vineyard-5182-riesling-m/w/1112482?year=2015&price_id=29770894,https://images.vivino.com/thumbs/HHIP9yCcRWODGVzFFKXfVA_150x200.jpg,Te Whare Ra/Single Vineyard 5182 Riesling 'M' 2015,367
Joh. Jos. Prum,Graacher Himmelreich Riesling Spatlese 2005,독일,Graach,White wine,Riesling,4.2,"₩124,102",124102,tree fruit, earthy,0.4945180763698136,0.6338408084665732,0.964700319309651,https://www.vivino.com/joh-jos-prum-graacher-himmelreich-riesling-spatlese/w/1480361?year=2005&price_id=14549873,https://images.vivino.com/thumbs/Qdz9xrV9ShSaNXBdwwjwGA_pb_x600.png,Joh. Jos. Prüm/Graacher Himmelreich Riesling Spätlese 2005,220
Vina Aquitania,SOLdeSOL Chardonnay 2007,칠레,Malleco Valley,White wine,Chardonnay,4.2,"₩81,996",81996,oaky, tree fruit,0.6952123564742986,0.6093703730956224,0.3402147605722556,https://www.vivino.com/vina-aquitania-soldesol-chardonnay/w/1251945?year=2007&price_id=2894968,https://images.vivino.com/thumbs/NxhsZwBlRqWx2DeMeziRAA_pb_x600.png,Viña Aquitania/SOLdeSOL Chardonnay 2007,428
Pyramid Valley Vineyards,Sauvignon Blanc 2018,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,4.2,"₩36,189",36189,citrus, tree fruit,0.3306024034461762,0.07320402079672937,0.9405235925270988,https://www.vivino.com/pyramid-valley-vineyards-sauvignon-blanc/w/7184619?year=2018&price_id=18653925,https://images.vivino.com/thumbs/cW7vMDveQwSBGhd5slteRg_pb_x600.png,Pyramid Valley Vineyards/Sauvignon Blanc 2018,313
Greywacke,Riesling 2020,뉴질랜드,Marlborough,White wine,Riesling,4.2,"₩26,317",26317,citrus, earthy,0.33469168756322454,0.12657918209342017,0.9378769214992667,https://www.vivino.com/greywacke-kevin-judd-riesling/w/1130874?year=2020&price_id=30018824,https://images.vivino.com/thumbs/Hi_O5ppeSzKDdQp6WclWVw_pb_x600.png,Greywacke/Riesling 2020,176
Tasca d'Almerita,Malvasia Salina Capofaro 2010,이탈리아,Salina,White wine,Malvasia,4.2,"₩99,724",99724,tree fruit, citrus,0.7383968434419198,0.931362537531205,0.37870109758203,https://www.vivino.com/tasca-d-almerita-malvasia-salina-capofaro/w/1209688?year=2010&price_id=28072537,https://images.vivino.com/thumbs/dXefcAcgTw2ifoFKo-DZow_pb_x600.png,Tasca d'Almerita/Malvasia Salina Capofaro 2010,364
Cloudy Bay,Sauvignon Blanc 2016,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,4.1,"₩55,402",55402,citrus, tropical,0.34364245435389623,0.015537784254571495,0.9349590193272624,https://www.vivino.com/cloudy-bay-sauvignon-blanc/w/18978?year=2016&price_id=8976760,https://images.vivino.com/thumbs/XTxC5M00Sl-C3BY_y7rzSQ_pb_x600.png,Cloudy Bay/Sauvignon Blanc 2016,79
Cloudy Bay,Sauvignon Blanc 2015,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,4.1,"₩55,402",55402,citrus, tropical,0.34364245435389623,0.015537784254571495,0.9349590193272624,https://www.vivino.com/cloudy-bay-sauvignon-blanc/w/18978?year=2015&price_id=4550240,https://images.vivino.com/thumbs/XTxC5M00Sl-C3BY_y7rzSQ_pb_x600.png,Cloudy Bay/Sauvignon Blanc 2015,78
Cloudy Bay,Sauvignon Blanc 2014,뉴질랜드,Marlborough,White wine,Sauvignon Blanc,4.1,"₩53,186",53186,citrus, tropical,0.34364245435389623,0.015537784254571495,0.9349590193272624,https://www.vivino.com/cloudy-bay-sauvignon-blanc/w/18978?year=2014&price_id=2754212,https://images.vivino.com/thumbs/XTxC5M00Sl-C3BY_y7rzSQ_pb_x600.png,Cloudy Bay/Sauvignon Blanc 2014,77
St. Michael-Eppan,Sanct Valentin Sauvignon 2017,이탈리아,Südtirol - Alto Adige,White wine,Sauvignon Blanc,4.1,"₩75,347",75347,tree fruit, citrus,0.7182136440124735,0.3974099206213893,0.6146573310310474,https://www.vivino.com/st-michael-eppan-sanct-valentin-sauvignon/w/1644452?year=2017&price_id=18803727,https://images.vivino.com/thumbs/PcLKqKv3QYa2F3QLoPb4Ww_pb_x600.png,St. Michael-Eppan/Sanct Valentin Sauvignon 2017,356
Trimbach,Riesling Alsace Cuvee Frederic Emile 2008,프랑스,Alsace,White wine,Riesling,4.1,"₩220,000",220000,earthy, tree fruit,0.49817198521021455,0.44204176933720746,0.9333192474784792,https://www.vivino.com/trimbach-alsace-riesling-alsace-cuvee-frederic-emile/w/63804?year=2008&price_id=23467595,https://images.vivino.com/thumbs/qcu6RncJQU22QwHVo8nSmA_pb_x600.png,Trimbach/Riesling Alsace Cuvée Frédéric Emile 2008,406
Antinori,Castello della Sala San Giovanni della Sala Classico Superiore 2019,이탈리아,Orvieto,White wine,Blend,4.1,"₩19,356",19356,tree fruit, citrus,0.4631710564512075,0.4453726918196779,0.7523622498759642,https://www.vivino.com/antinori-tuscany-castello-della-sala-san-giovanni-della-sala-classico-superiore/w/1693?year=2019&price_id=22697482,https://images.vivino.com/thumbs/-b2zhgTkScmZQZmPfhNc6A_pb_x600.png,Antinori/Castello della Sala San Giovanni della Sala Classico Superiore 2019,15
Louis Latour,Chablis 2017,프랑스,Chablis,White wine,Chardonnay,4.1,"₩80,000",80000,citrus, tree fruit,0.46580950547730793,0.0,0.7924772122491451,https://www.vivino.com/louis-latour-chablis/w/1791009?year=2017&price_id=21714646,https://images.vivino.com/thumbs/_DJM1ZfbS3m0aaW3fZbesw_pb_x600.png,Louis Latour/Chablis 2017,247
Planeta,Cometa 2017,이탈리아,Menfi,White wine,Fiano,4.1,"₩48,310",48310,tree fruit, earthy,0.7366840346888059,0.1803418143836268,0.3749880794531385,https://www.vivino.com/planeta-cometa/w/4985?year=2017&price_id=23049361,https://images.vivino.com/thumbs/dpPBggKGRuWGeAE9m9TwnQ_pb_x600.png,Planeta/Cometa 2017,308
Cloudy Bay,Chardonnay 2019,뉴질랜드,Marlborough,White wine,Chardonnay,4.1,"₩38,410",38410,oaky, citrus,0.6028217307901264,0.1095123321303008,0.6815857832276109,https://www.vivino.com/cloudy-bay-chardonnay/w/18979?year=2019&price_id=26506497,https://images.vivino.com/thumbs/tZyWH-JkTZ-HwJTpRQIQ6w_pb_x600.png,Cloudy Bay/Chardonnay 2019,75
Trimbach,Riesling Alsace Cuvee Frederic Emile 2012,프랑스,Alsace,White wine,Riesling,4.1,"₩220,000",220000,earthy, tree fruit,0.49817198521021455,0.44204176933720746,0.9333192474784792,https://www.vivino.com/trimbach-alsace-riesling-alsace-cuvee-frederic-emile/w/63804?year=2012&price_id=23467586,https://images.vivino.com/thumbs/qcu6RncJQU22QwHVo8nSmA_pb_x600.png,Trimbach/Riesling Alsace Cuvée Frédéric Emile 2012,408
Mascota Vineyards,Unanime Chardonnay 2019,아르헨티나,Mendoza,White wine,Chardonnay,4.1,"₩120,000",120000,oaky, tree fruit,0.6316263586920928,0.267988506881693,0.4590982196090456,https://www.vivino.com/mascota-vineyards-unanime-chardonnay-mendoza/w/5600664?year=2019&price_id=26898375,https://images.vivino.com/thumbs/FG8kkgwgTPaTYnFC8FTJrA_pb_x600.png,Mascota Vineyards/Unánime Chardonnay 2019,275
