winery,name,country,region,winetype,grape,rate,price,price_f,topic1,topic2,bold,tannic,sweet,acidic,link,img,full_name,wine_id
Groth,Cabernet Sauvignon 2016,미국,Oakville,Red wine,Cabernet Sauvignon,4.2,"₩124,102",124102.0,oaky,black fruit,1.0,0.5799799867659173,0.11164684724653987,0.5586317584511987,https://www.vivino.com/groth-cabernet-sauvignon/w/10004?year=2016&price_id=25002079,https://images.vivino.com/thumbs/MHU_s17CQlOc0K6brPSXBw_pb_x600.png,Groth/Cabernet Sauvignon 2016,408
Amici,Cabernet Sauvignon 2014,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.2,"₩200,000",200000.0,oaky,black fruit,0.9990868472744479,0.5887648828164721,0.13376444863455947,0.5719717791821313,https://www.vivino.com/amici-cellars-cabernet-sauvignon/w/1107951?year=2014&price_id=25130621,https://images.vivino.com/thumbs/uNizkHVUT4GBmUkkjqtGmA_pb_x600.png,Amici/Cabernet Sauvignon 2014,22
Rutini,Cabernet Sauvignon 2013,아르헨티나,Mendoza,Red wine,Cabernet Sauvignon,4.2,"₩74,461",74461.0,oaky,black fruit,0.7291123586368122,0.5794288122779274,0.27474588624894036,0.3934463503527602,https://www.vivino.com/rutini-cabernet-sauvignon/w/1254019?year=2013&price_id=9885743,https://images.vivino.com/thumbs/NqtMRGmmQv2bosBDKuRIOg_pb_x600.png,Rutini/Cabernet Sauvignon 2013,727
Chateau de Ferrand,Saint-Emilion Grand Cru (Grand Cru Classe) 2012,프랑스,Saint-Émilion Grand Cru,Red wine,Blend,4.2,"₩110,805",110805.0,oaky,black fruit,0.8614132644666094,0.7054222895552433,0.09757155985834594,0.5883813154111077,https://www.vivino.com/chateau-de-ferrand-saint-emilion-grand-cru-grand-cru-classe/w/16566?year=2012&price_id=19398087,https://images.vivino.com/thumbs/HrZ5DQCATZGusNH_E53XDg_pb_x600.png,Château de Ferrand/Saint-Émilion Grand Cru (Grand Cru Classé) 2012,251
Diora,La Petite Grace Pinot Noir 2015,미국,Monterey,Red wine,Pinot Noir,4.2,"₩80,000",80000.0,oaky,red fruit,0.5193933023409467,0.10119357277492774,0.22845479825388398,0.5604627679138663,https://www.vivino.com/diora-la-petite-grace-pinot-noir/w/3409775?year=2015&price_id=30003956,https://images.vivino.com/thumbs/DYUUOOPcRgy47uApgRIqNg_pb_x600.png,Diora/La Petite Grace Pinot Noir 2015,297
Diora,La Petite Grace Pinot Noir 2014,미국,Monterey,Red wine,Pinot Noir,4.2,"₩80,000",80000.0,oaky,red fruit,0.5193933023409467,0.10119357277492774,0.22845479825388398,0.5604627679138663,https://www.vivino.com/diora-la-petite-grace-pinot-noir/w/3409775?year=2014&price_id=30003955,https://images.vivino.com/thumbs/DYUUOOPcRgy47uApgRIqNg_pb_x600.png,Diora/La Petite Grace Pinot Noir 2014,296
Chateau Clerc Milon,Pauillac (Grand Cru Classe) 2012,프랑스,Pauillac,Red wine,Cabernet Sauvignon,4.2,"₩350,000",350000.0,oaky,black fruit,0.8500810644375959,0.932164273577078,0.14963893268263312,0.8354244825626107,https://www.vivino.com/chateau-clerc-milon-pauillac-grand-cru-classe/w/4089?year=2012&price_id=25696267,https://images.vivino.com/thumbs/Qpv7KHq9QYe1lcj1XUAKVQ_pb_x600.png,Château Clerc Milon/Pauillac (Grand Cru Classé) 2012,202
Amici,Cabernet Sauvignon 2015,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.2,"₩200,000",200000.0,oaky,black fruit,0.9990868472744479,0.5887648828164721,0.13376444863455947,0.5719717791821313,https://www.vivino.com/amici-cellars-cabernet-sauvignon/w/1107951?year=2015&price_id=25130622,https://images.vivino.com/thumbs/uNizkHVUT4GBmUkkjqtGmA_pb_x600.png,Amici/Cabernet Sauvignon 2015,23
Argiano,Solengo 2012,이탈리아,Toscana,Red wine,Blend,4.2,"₩130,750",130750.0,oaky,black fruit,0.6237292221393246,0.488280173487328,0.2133822678909549,0.4547818236533253,https://www.vivino.com/argiano-solengo/w/2887?year=2012&price_id=14650425,https://images.vivino.com/thumbs/oPZ4Py9aT0ibrBP0kEXzSQ_pb_x600.png,Argiano/Solengo 2012,60
Masseria La Volpe,1 Uno Primitivo di Manduria 2017,이탈리아,Primitivo di Manduria,Red wine,Primitivo,4.2,"₩100,000",100000.0,black fruit,oaky,0.7706393068234895,0.17416819074763717,0.8394567551080231,0.06376433610860333,https://www.vivino.com/la-volpe-one-uno-primitivo-di-manduria/w/3390935?year=2017&price_id=30003937,https://images.vivino.com/thumbs/-E6x68ySQLy-3SDbEy51aQ_pb_x600.png,Masseria La Volpe/1 Uno Primitivo di Manduria 2017,561
Chateau Larrivet Haut-Brion,Pessac-Leognan 2016,프랑스,Pessac-Léognan,Red wine,Blend,4.2,"₩73,154",73154.0,oaky,earthy,0.8471392455461354,0.9152355534071867,0.16009047479460953,0.8329688701641755,https://www.vivino.com/larrivet-haut-brion-pessac-leognan/w/81907?year=2016&price_id=29936552,https://images.vivino.com/thumbs/DH6BpGVUQumwdIXVp-clZA_pb_x600.png,Château Larrivet Haut-Brion/Pessac-Léognan 2016,226
Cotarella,Montiano 2016,이탈리아,Lazio,Red wine,Merlot,4.2,"₩250,000",250000.0,oaky,black fruit,0.5998557168103449,0.45198223862318365,0.23807467735674165,0.465008192062059,https://www.vivino.com/cotarella-montiano/w/22153?year=2016&price_id=23466080,https://images.vivino.com/thumbs/RwxF4AtTTLyPMZpLeEs8wQ_pb_x600.png,Cotarella/Montiano 2016,281
Beaulieu Vineyard (BV),Rutherford Cabernet Sauvignon 2016,미국,Rutherford,Red wine,Cabernet Sauvignon,4.2,"₩180,000",180000.0,oaky,black fruit,1.0,0.6239472051474391,0.16561304199710036,0.5717992443240713,https://www.vivino.com/beaulieu-vineyard-rutherford-cabernet-sauvignon/w/1519914?year=2016&price_id=23868206,https://images.vivino.com/thumbs/ACju0AkpThePMRA5_VFHUw_pb_x600.png,Beaulieu Vineyard (BV)/Rutherford Cabernet Sauvignon 2016,87
Paraduxx,Proprietary Red 2017,미국,Napa Valley,Red wine,Blend,4.2,"₩160,487",160487.0,,,1.0,0.5831514506647252,0.16804801819002876,0.6874149864580198,https://www.vivino.com/paraduxx-proprietary-red-napa-valley-red-wine-v-grftu/w/3960216?year=2017&price_id=23003044,https://images.vivino.com/thumbs/vlT903EeRi2hZwoFY2gYIQ_pb_x600.png,Paraduxx/Proprietary Red 2017,620
Beaulieu Vineyard (BV),Rutherford Cabernet Sauvignon 2015,미국,Rutherford,Red wine,Cabernet Sauvignon,4.2,"₩180,000",180000.0,oaky,black fruit,1.0,0.6239472051474391,0.16561304199710036,0.5717992443240713,https://www.vivino.com/beaulieu-vineyard-rutherford-cabernet-sauvignon/w/1519914?year=2015&price_id=23868205,https://images.vivino.com/thumbs/ACju0AkpThePMRA5_VFHUw_pb_x600.png,Beaulieu Vineyard (BV)/Rutherford Cabernet Sauvignon 2015,86
Masseria La Volpe,1 Uno Primitivo di Manduria 2016,이탈리아,Primitivo di Manduria,Red wine,Primitivo,4.2,"₩100,000",100000.0,black fruit,oaky,0.7706393068234895,0.17416819074763717,0.8394567551080231,0.06376433610860333,https://www.vivino.com/la-volpe-one-uno-primitivo-di-manduria/w/3390935?year=2016&price_id=30003936,https://images.vivino.com/thumbs/-E6x68ySQLy-3SDbEy51aQ_pb_x600.png,Masseria La Volpe/1 Uno Primitivo di Manduria 2016,560
Chateau Clerc Milon,Pauillac (Grand Cru Classe) 2015,프랑스,Pauillac,Red wine,Cabernet Sauvignon,4.2,"₩350,000",350000.0,oaky,black fruit,0.8500810644375959,0.932164273577078,0.14963893268263312,0.8354244825626107,https://www.vivino.com/chateau-clerc-milon-pauillac-grand-cru-classe/w/4089?year=2015&price_id=25696270,https://images.vivino.com/thumbs/EXWfBa0WQJyv7rwSGDh-xQ_pb_x600.png,Château Clerc Milon/Pauillac (Grand Cru Classé) 2015,204
Contino,Rioja Gran Reserva 2009,스페인,Rioja,Red wine,Tempranillo,4.2,"₩400,000",400000.0,oaky,black fruit,0.7192637155982042,0.638713965494119,0.1584497278625924,0.6736483097602568,https://www.vivino.com/contino-rioja-gran-reserva/w/1387012?year=2009&price_id=23467336,https://images.vivino.com/thumbs/iScU3kclS5-2E5fUsol7iw_pb_x600.png,Contino/Rioja Gran Reserva 2009,275
Diora,La Petite Grace Pinot Noir 2013,미국,Monterey,Red wine,Pinot Noir,4.2,"₩80,000",80000.0,oaky,red fruit,0.5193933023409467,0.10119357277492774,0.22845479825388398,0.5604627679138663,https://www.vivino.com/diora-la-petite-grace-pinot-noir/w/3409775?year=2013&price_id=30003954,https://images.vivino.com/thumbs/DYUUOOPcRgy47uApgRIqNg_pb_x600.png,Diora/La Petite Grace Pinot Noir 2013,295
Beaulieu Vineyard (BV),Napa Valley Cabernet Sauvignon 2018,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.2,"₩150,000",150000.0,oaky,black fruit,1.0,0.5988967667868738,0.1900774819169248,0.5637716922459625,https://www.vivino.com/beaulieu-vineyard-napa-valley-cabernet-sauvignon/w/1133793?year=2018&price_id=23868213,https://images.vivino.com/thumbs/yL_Hsr9MSOKgN7dAyHVobQ_pb_x600.png,Beaulieu Vineyard (BV)/Napa Valley Cabernet Sauvignon 2018,82
Mascota Vineyards,Unanime Gran Vino Tinto 2018,아르헨티나,Mendoza,Red wine,Cabernet Sauvignon,4.2,"₩120,000",120000.0,oaky,black fruit,1.0,0.6464731464547248,0.11979215356947624,0.7264814257531681,https://www.vivino.com/mascota-vineyards-unanime-gran-vino-tinto/w/2273763?year=2018&price_id=24159858,https://images.vivino.com/thumbs/qj65DvSbSteYib4yYFu-_A_pb_x600.png,Mascota Vineyards/Unánime Gran Vino Tinto 2018,545
Chateau Lascombes,Margaux (Grand Cru Classe) 2016,프랑스,Margaux,Red wine,Blend,4.2,"₩139,658",139658.0,oaky,black fruit,0.7217148097562653,0.7676519524693058,0.1584497278625924,0.817310997425352,https://www.vivino.com/lascombes-margaux-grand-cru-classe/w/80045?year=2016&price_id=29936544,https://images.vivino.com/thumbs/aZzpef4FSYiJ8l5hJz7Hcg_pb_x600.png,Château Lascombes/Margaux (Grand Cru Classé) 2016,227
Banfi,Brunello di Montalcino 2002,이탈리아,Brunello di Montalcino,Red wine,Sangiovese,4.2,"₩126,318",126318.0,oaky,earthy,0.5258979345674217,0.6403969635296387,0.08547194251443874,0.7001558163640619,https://www.vivino.com/banfi-brunello-di-montalcino/w/22917?year=2002&price_id=2754229,https://images.vivino.com/thumbs/bBCi1Im9TzWSPt0K5OElWQ_pb_x600.png,Banfi/Brunello di Montalcino 2002,65
Chateau Clerc Milon,Pauillac (Grand Cru Classe) 2016,프랑스,Pauillac,Red wine,Cabernet Sauvignon,4.2,"₩350,000",350000.0,oaky,black fruit,0.8500810644375959,0.932164273577078,0.14963893268263312,0.8354244825626107,https://www.vivino.com/chateau-clerc-milon-pauillac-grand-cru-classe/w/4089?year=2016&price_id=25696271,https://images.vivino.com/thumbs/EXWfBa0WQJyv7rwSGDh-xQ_pb_x600.png,Château Clerc Milon/Pauillac (Grand Cru Classé) 2016,205
Luca,Laborde Double Select Syrah 2017,아르헨티나,Uco Valley,Red wine,Shiraz/Syrah,4.2,"₩50,970",50970.0,oaky,black fruit,0.9013757113769597,0.7189452229825023,0.25471387940391216,0.4567893804126124,https://www.vivino.com/luca-laborde-double-select-syrah/w/1126551?year=2017&price_id=23660423,https://images.vivino.com/thumbs/JKBz1uSnTR6BzamyqWvqeg_pb_x600.png,Luca/Laborde Double Select Syrah 2017,496
Matias Riccitelli,Tinto De La Casa Malbec 2018,아르헨티나,Mendoza,Red wine,Malbec,4.2,"₩70,000",70000.0,black fruit,oaky,0.6950360790183179,0.38583835260724686,0.4920339399317082,0.4389861905239576,https://www.vivino.com/riccitelli-tinto-de-la-casa-malbec/w/3944881?year=2018&price_id=24530248,https://images.vivino.com/thumbs/k-mmriipTkC0EH5fYW0ZXQ_pb_x600.png,Matías Riccitelli/Tinto De La Casa Malbec 2018,572
Prunotto,Barolo Bussia 2014,이탈리아,Barolo,Red wine,Nebbiolo,4.2,"₩240,000",240000.0,red fruit,earthy,0.698148639762894,0.9030699239998171,0.15243477813076858,0.9372615106831177,https://www.vivino.com/prunotto-barolo-bussia/w/61064?year=2014&price_id=23467552,https://images.vivino.com/thumbs/IzyQRXIhQFSgT0ODgjtyoQ_pb_x600.png,Prunotto/Barolo Bussia 2014,697
Chateau Yon-Figeac,Saint-Emilion Grand Cru (Grand Cru Classe) 2016,프랑스,Saint-Émilion Grand Cru,Red wine,Blend,4.2,"₩66,504",66504.0,oaky,black fruit,0.8441126881053509,0.6851231521285798,0.14109255048604452,0.5557976393486475,https://www.vivino.com/yonfigeac-saint-emilion-grand-cru-grand-cru-classe/w/89399?year=2016&price_id=29936551,https://images.vivino.com/thumbs/CE4s0duaQHOCZw176wa_yA_pb_x600.png,Château Yon-Figeac/Saint-Émilion Grand Cru (Grand Cru Classé) 2016,238
Chimney Rock,Cabernet Sauvignon 2008,미국,Stags Leap District,Red wine,Cabernet Sauvignon,4.2,"₩360,000",360000.0,oaky,black fruit,1.0,0.5727867175790765,0.07617213186186353,0.5656321262580667,https://www.vivino.com/chimney-rock-winery-cabernet-sauvignon/w/835?year=2008&price_id=25130674,https://images.vivino.com/thumbs/x9gLcGMXRTOwjoPHoSldGw_pb_x600.png,Chimney Rock/Cabernet Sauvignon 2008,163
Collefrisio,Confronto 2014,이탈리아,Abruzzo,Red wine,Montepulciano,4.2,"₩86,871",86871.0,black fruit,earthy,0.5573359363666615,0.39064712895567166,0.2149251721160169,0.48004948674223424,https://www.vivino.com/collefrisio-confronto/w/3865177?year=2014&price_id=18069293,https://images.vivino.com/thumbs/71CYqzF5SaGYzU8-UIn9xA_pb_x600.png,Collefrisio/Confronto 2014,268
Masi,Costasera Amarone della Valpolicella Classico 2001,이탈리아,Amarone della Valpolicella Classico,Red wine,Corvina,4.2,"₩106,373",106373.0,oaky,black fruit,1.0,0.18188463357949508,0.9562718363531211,0.168551844049888,https://www.vivino.com/it-masi-costasera-amarone-della-valpolicella-classico/w/21929?year=2001&price_id=2895112,https://images.vivino.com/thumbs/Z8v3x-kOQEmY4qO_Az96_Q_pb_x600.png,Masi/Costasera Amarone della Valpolicella Classico 2001,556
Chateau La Marzelle,Saint-Emilion Grand Cru (Grand Cru Classe) 2012,프랑스,Saint-Émilion Grand Cru,Red wine,Blend,4.2,"₩124,102",124102.0,oaky,black fruit,0.8446325021915032,0.6712583136713378,0.15923266758039342,0.5490634299662286,https://www.vivino.com/scea-chateau-la-marzelle-saint-emilion-grand-cru-grand-cru-classe/w/1172667?year=2012&price_id=22871471,https://images.vivino.com/thumbs/VPHRaUsKRyWcQqBhhcPESQ_pb_x600.png,Château La Marzelle/Saint-Émilion Grand Cru (Grand Cru Classé) 2012,221
Podere le Ripi,Cielo d'Ulisse Brunello di Montalcino 2013,이탈리아,Brunello di Montalcino,Red wine,Sangiovese,4.2,"₩200,000",200000.0,red fruit,earthy,0.49092873829485545,0.716697786901795,0.10073976216695847,0.719129300832581,https://www.vivino.com/podere-le-ripi-cielo-d-ulisse-brunello-di-montalcino-brunello-di-montalcino/w/6349308?year=2013&price_id=29630046,https://images.vivino.com/thumbs/w7gdfFXlQBmmWk82P2BtIg_pb_x600.png,Podere le Ripi/Cielo d'Ulisse Brunello di Montalcino 2013,654
Prunotto,Barolo Bussia 2006,이탈리아,Barolo,Red wine,Nebbiolo,4.2,"₩240,000",240000.0,red fruit,earthy,0.698148639762894,0.9030699239998171,0.15243477813076858,0.9372615106831177,https://www.vivino.com/prunotto-barolo-bussia/w/61064?year=2006&price_id=23467545,https://images.vivino.com/thumbs/IzyQRXIhQFSgT0ODgjtyoQ_pb_x600.png,Prunotto/Barolo Bussia 2006,689
Domaine de Marcoux,Chateauneuf-du-Pape 2015,프랑스,Châteauneuf-du-Pape,Red wine,Blend,4.2,"₩300,000",300000.0,red fruit,earthy,0.9757217732414125,0.4024163253756903,0.21324956624386998,0.4863824522686997,https://www.vivino.com/domaine-de-marcoux-chateauneuf-du-pape/w/1099112?year=2015&price_id=21493504,https://images.vivino.com/thumbs/ijGqpsVrQnm_3kqJguX1jA_pb_x600.png,Domaine de Marcoux/Châteauneuf-du-Pape 2015,320
Freemark Abbey,Cabernet Sauvignon 2016,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.2,"₩200,000",200000.0,oaky,black fruit,1.0,0.6419296412502522,0.11074705085444016,0.5720480155147625,https://www.vivino.com/freemark-abbey-cabernet-sauvignon/w/11298?year=2016&price_id=22927090,https://images.vivino.com/thumbs/y9AwRltRQ7uwZQtIEj_b5g_pb_x600.png,Freemark Abbey/Cabernet Sauvignon 2016,375
Matias Riccitelli,Tinto De La Casa Malbec 2017,아르헨티나,Mendoza,Red wine,Malbec,4.2,"₩70,000",70000.0,black fruit,oaky,0.6950360790183179,0.38583835260724686,0.4920339399317082,0.4389861905239576,https://www.vivino.com/riccitelli-tinto-de-la-casa-malbec/w/3944881?year=2017&price_id=24530247,https://images.vivino.com/thumbs/k-mmriipTkC0EH5fYW0ZXQ_pb_x600.png,Matías Riccitelli/Tinto De La Casa Malbec 2017,571
Mitolo,G.A.M. Shiraz 2005,호주,McLaren Vale,Red wine,Shiraz/Syrah,4.2,"₩93,076",93076.0,black fruit,oaky,1.0,0.5118436197131828,0.4412864533405164,0.42625606045407427,https://www.vivino.com/mitolo-g-a-m-shiraz/w/79010?year=2005&price_id=2754366,https://images.vivino.com/thumbs/xhXcWXzuQn-5E5vt6ekefA_pb_x600.png,Mitolo/G.A.M. Shiraz 2005,581
Cotarella,Montiano 2017,이탈리아,Lazio,Red wine,Merlot,4.2,"₩250,000",250000.0,oaky,black fruit,0.5998557168103449,0.45198223862318365,0.23807467735674165,0.465008192062059,https://www.vivino.com/cotarella-montiano/w/22153?year=2017&price_id=23466079,https://images.vivino.com/thumbs/QnWCM1tVTE2dhNtMldi_CQ_pb_x600.png,Cotarella/Montiano 2017,282
Quintodecimo,Terra d'Eclano Aglianico Irpinia 2015,이탈리아,Irpinia,Red wine,Aglianico,4.2,"₩115,237",115237.0,black fruit,oaky,0.9378664072739571,0.5464939260276677,0.4909030049990889,0.3240525629451299,https://www.vivino.com/quintodecimo-terra-d-eclano-aglianico-irpinia/w/1245573?year=2015&price_id=24839158,https://images.vivino.com/thumbs/2FOWAhlrTt69MOONOQIzfQ_pb_x600.png,Quintodecimo/Terra d'Eclano Aglianico Irpinia 2015,704
Chateau Clerc Milon,Pauillac (Grand Cru Classe) 2017,프랑스,Pauillac,Red wine,Carménère,4.2,"₩350,000",350000.0,oaky,black fruit,0.8500810644375959,0.932164273577078,0.14963893268263312,0.8354244825626107,https://www.vivino.com/chateau-clerc-milon-pauillac-grand-cru-classe/w/4089?year=2017&price_id=25696272,https://images.vivino.com/thumbs/EXWfBa0WQJyv7rwSGDh-xQ_pb_x600.png,Château Clerc Milon/Pauillac (Grand Cru Classé) 2017,206
Buoncristiani,O.P.C Proprietary Red 2011,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.2,"₩200,000",200000.0,oaky,black fruit,1.0,0.5727867175790765,0.14654361724883738,0.7119002240278195,https://www.vivino.com/buoncristiani-family-winery-o-p-c-proprietary-red/w/1795039?year=2011&price_id=26901919,https://images.vivino.com/thumbs/P-FZ_VPBSySqA21c4Yso8g_pb_x600.png,Buoncristiani/O.P.C Proprietary Red 2011,120
Podere le Ripi,Amore e Follia 2010,이탈리아,Toscana,Red wine,Shiraz/Syrah,4.2,"₩100,000",100000.0,oaky,black fruit,0.5681799411712106,0.47638423640964334,0.20498443231423752,0.49048316447654394,https://www.vivino.com/podere-le-ripi-amore-e-follia/w/1986213?year=2010&price_id=29630029,https://images.vivino.com/thumbs/NjSKnx6vSRudd1g74OcTFA_pb_x600.png,Podere le Ripi/Amore e Follia 2010,645
Poggio Scalette,Il Carbonaione Alta Valle della Greve 2013,이탈리아,Alta Valle della Greve,Red wine,Sangiovese,4.2,"₩250,000",250000.0,black fruit,oaky,0.5857574987608568,0.46386785960082577,0.23523050474160812,0.5067362156016986,https://www.vivino.com/podere-poggio-scalette-il-carbonaione-alta-valle-della-greve/w/98028?year=2013&price_id=23467515,https://images.vivino.com/thumbs/xGRsgyzNS7u9s3Qsqrc5sA_pb_x600.png,Poggio Scalette/Il Carbonaione Alta Valle della Greve 2013,668
Prunotto,Barolo Bussia 2007,이탈리아,Barolo,Red wine,Nebbiolo,4.2,"₩240,000",240000.0,red fruit,earthy,0.698148639762894,0.9030699239998171,0.15243477813076858,0.9372615106831177,https://www.vivino.com/prunotto-barolo-bussia/w/61064?year=2007&price_id=23467546,https://images.vivino.com/thumbs/IzyQRXIhQFSgT0ODgjtyoQ_pb_x600.png,Prunotto/Barolo Bussia 2007,690
Matias Riccitelli,The Party Malbec 2018,아르헨티나,Uco Valley,Red wine,Malbec,4.2,"₩50,000",50000.0,red fruit,black fruit,0.6441157994013411,0.2835409571277619,0.48662288172520063,0.43825860166516195,https://www.vivino.com/riccitelli-the-party-malbec/w/6913498?year=2018&price_id=24530252,https://images.vivino.com/thumbs/5iARHgsbQPa8rwD8GSWtuQ_pb_x600.png,Matías Riccitelli/The Party Malbec 2018,568
Prunotto,Barolo Bussia 2010,이탈리아,Barolo,Red wine,Nebbiolo,4.2,"₩240,000",240000.0,red fruit,earthy,0.698148639762894,0.9030699239998171,0.15243477813076858,0.9372615106831177,https://www.vivino.com/prunotto-barolo-bussia/w/61064?year=2010&price_id=23467548,https://images.vivino.com/thumbs/IzyQRXIhQFSgT0ODgjtyoQ_pb_x600.png,Prunotto/Barolo Bussia 2010,693
Prunotto,Barolo Bussia 2015,이탈리아,Barolo,Red wine,Nebbiolo,4.2,"₩240,000",240000.0,red fruit,earthy,0.698148639762894,0.9030699239998171,0.15243477813076858,0.9372615106831177,https://www.vivino.com/prunotto-barolo-bussia/w/61064?year=2015&price_id=21493516,https://images.vivino.com/thumbs/IzyQRXIhQFSgT0ODgjtyoQ_pb_x600.png,Prunotto/Barolo Bussia 2015,698
Hartford Court,Land's Edge Vineyard Pinot Noir 2012,미국,Sonoma Coast,Red wine,Pinot Noir,4.2,"₩240,000",240000.0,red fruit,oaky,0.504914393196734,0.10119357277492774,0.211783906261141,0.5577824589560972,https://www.vivino.com/hartford-court-land-s-edge-vineyard-pinot-noir/w/1411375?year=2012&price_id=23467459,https://images.vivino.com/thumbs/0BnMkVQiTyGVM1LvyliG3w_pb_x600.png,Hartford Court/Land's Edge Vineyard Pinot Noir 2012,429
Ata Rangi,Pinot Noir 2018,뉴질랜드,Martinborough,Red wine,Pinot Noir,4.2,"₩65,804",65804.0,red fruit,earthy,0.2609293441122454,0.18256696991088356,0.22055013745513893,0.7085725749824456,https://www.vivino.com/ata-rangi-pinot-noir/w/79604?year=2018&price_id=24622996,https://images.vivino.com/thumbs/xLJ7bzecQq-TMB5_-GPVmg_pb_x600.png,Ata Rangi/Pinot Noir 2018,62
